Column1;PORT_NAME;VID;coords
7037;;PID2186;((120.03035668872452, 39.99313900583982),)
7038;;PID2187;((6.305498111400832, 4.071939651945872),)
7039;KEMAMAN HARBOR;PID2188;((103.46608575622083, 4.2513008333333335),)
7040;;PID2189;((100.65851082525214, 4.259283333333333),)
7042;;PID2190;((-2.665679860325768, 4.6655774999999995),)
7043;;PID2191;((-2.665120450332083, 4.69825),)
7044;;PID2192;((7.083522881597718, 4.720298333333334),)
7045;;PID2193;((-73.63137067739481, 40.49248356555396),)
7048;;PID2194;((-87.15056266329083, 41.6871675),)
7049;;PID2195;((-81.28063472955847, 41.75130917),)
7050;;PID2196;((11.726730654436395, 42.124278333333336),)
7051;;PID2197;((-82.49725042033941, 42.703288334999996),)
7052;;PID2198;((-82.47032590315118, 42.7600475),)
7053;;PID2199;((3.0894979240492426, 43.014494166666665),)
7054;;PID2200;((13.52505297328877, 43.73997527320982),)
7057;;PID2201;((28.7738132150186, 44.295458333333336),)
7058;;PID2202;((8.855197874683144, 44.385275833333324),)
7059;;PID2203;((37.317102156943086, 44.398588565255515),)
7060;;PID2204;((-79.89107258393015, 44.752523335),)
7061;;PID2205;((-75.31359992102855, 44.82990865776601),)
7063;;PID2206;((36.6092055768968, 44.875263333333336),)
7064;;PID2207;((-74.84936064640948, 44.97938766310149),)
7065;;PID2208;((-74.77398914097824, 44.98833333),)
7067;;PID2209;((-66.05248070466999, 45.25707333333333),)
7068;Mouillage Pointe Fortier;PID2210;((-73.91982997160255, 45.314701886687736),)
7069;;PID2211;((-83.41745047158935, 45.301471665),)
7071;;PID2212;((12.463805637482366, 45.3224949815),)
7072;;PID2213;((-73.60747098099199, 45.405139165),)
7073;;PID2214;((-73.56496810329347, 45.40808667),)
7074;CALCITE;PID2215;((-83.77255979346609, 45.42592736010164),)
7075;;PID2216;((-73.5172433200893, 45.49354583),)
7077;;PID2217;((-83.22330028402038, 45.915364165),)
7079;;PID2218;((-85.87429439878466, 45.96465417),)
7080;;PID2219;((-83.88070101820844, 45.984925),)
7081;;PID2220;((-84.26937296819582, 45.97986),)
7082;;PID2221;((-83.87086356245337, 46.02995839911296),)
7083;;PID2222;((-83.98649742848713, 46.05696640741935),)
7084;;PID2223;((-84.24103337782078, 46.40116734208288),)
7085;;PID2224;((-84.56616760405686, 46.459128335),)
7086;;PID2225;((-48.754981512596125, 46.742925),)
7087;;PID2226;((-91.95604794188954, 46.773723335),)
7088;;PID2227;((-53.6203116165003, 47.05611666666667),)
7089;;PID2228;((-91.2613947631957, 47.2805275),)
7090;CC;PID2229;((-54.176941235544795, 47.7251525),)
7091;BB;PID2230;((-54.14924777473622, 47.760204173999995),)
7092;;PID2231;((-69.12539925222003, 48.270170861458915),)
7093;;PID2232;((-89.13027157285109, 48.316540835),)
7097;;PID2233;((5.074043413531727, 5.466196358327833),)
7098;;PID2234;((0.02034265530303029, 5.546889166666667),)
7099;;PID2235;((5.269921784895795, 5.609535),)
7100;;PID2236;((80.21952714215365, 5.921193833799572),)
7101;Westhinder;PID2237;((2.621501637895936, 51.41914358548186),)
7104;Scheveningen;PID2238;((4.22549828961153, 52.18880670322008),)
7107;;PID2239;((9.677843320418708, 53.56737583333334),)
7108;;PID2240;((0.3751031208996136, 53.73618583333334),)
7110;;PID2241;((9.67013778463241, 54.29130176795468),)
7112;;PID2242;((10.735474967883235, 55.67060307334151),)
7113;;PID2243;((-3.182193453852041, 55.982583335),)
7114;;PID2244;((-3.692428856820692, 56.03125269378768),)
7116;;PID2245;((10.77433600359096, 57.4195176375604),)
7117;;PID2246;((10.684826409003755, 57.500283333333336),)
7119;;PID2247;((-3.04585937078079, 58.912267500000006),)
7121;H;PID2248;((24.51106003043798, 59.52054223236095),)
7123;Oil Harbour;PID2249;((30.184302697274845, 59.884210539021126),)
7125;TIN CAN ISLAND;PID2250;((3.3499846208824526, 6.3406686015),)
7126;;PID2251;((3.272592473469387, 6.429249166666666),)
7127;16;PID2252;((27.053431575288922, 60.027083487704985),)
7128;18E;PID2253;((28.026168421114075, 60.333326690999996),)
7129;SULLOM VOE OIL TERMINAL;PID2254;((-1.2918787581776185, 60.46339748427272),)
7131;;PID2255;((73.67491895779033, 68.50547166666666),)
7132;;PID2256;((73.73498589919464, 68.51616250000001),)
7133;;PID2257;((33.022063525127024, 68.9461225),)
7134;;PID2258;((58.153827831364815, 69.054135),)
7135;;PID2259;((30.118795592370454, 69.77288877564295),)
23520;;PID2260;((103.6166666535, 1.1645833445),)
23521;Nipa Transit;PID2261;((103.62508731779232, 1.1325000175),)
7136;;PID2262;((-82.54076076706542, 8.162268315714543),)
7139;;PID2263;((-82.71469244479735, 8.253178333333333),)
7138;;PID2264;((-82.74520269816293, 8.24867684329147),)
7141;;PID2265;((81.2345637656887, 8.502759166666667),)
7137;;PID2266;((-82.5131834375, 8.160833333333333),)
7143;;PID2267;((76.0437599277463, 9.955048333333332),)
23528;Zone A;PID2268;((103.58099855171062, 1.1376666645),)
7144;;PID2269;((-94.3797894239475, 28.531444999999998),)
7140;;PID2270;((-82.78274665068541, 8.256189166666665),)
7147;3 North;PID2271;((3.180046396150976, 52.007713699),)
23582;Western Petroleum and Lightening Anchorage Area;PID2272;((100.80702000822001, 13.090256438),)
23631;175A;PID2273;((131.99068114286865, 43.051165519),)
23696;Mouillage de la Pointe de Saint-Jean;PID2274;((-70.87021666578948, 46.91408327780664),)
23701;;PID2275;((121.96899564796729, 40.632130494),)
23711;No2;PID2276;((118.44813551492815, 38.5043140075),)
23716;;PID2277;((120.149164488, 37.662776503),)
23720;No4;PID2278;((120.17923615825, 37.6655128375),)
23721;No1;PID2279;((120.49872088425, 37.8534901555),)
23724;No2;PID2280;((121.50917020763387, 37.655962351),)
23731;Jinshan United Quarantine Pilotage Anchorage;PID2281;((121.35222602976114, 30.6190874655),)
23737;Dushan Maodi;PID2282;((121.23506111892723, 30.614289915500002),)
23739;Chenshan Maodi;PID2283;((121.2341528090551, 30.576613512),)
23767;No1;PID2284;((118.17006682690835, 24.3130239695),)
23781;No17GS;PID2285;((113.80628241425, 22.142058829),)
23782;Lantau Island Anchorage No Y2 No22DY;PID2286;((113.80500859738504, 22.2195799925),)
23783;No13ZH;PID2287;((113.88361425049999, 22.092291279),)
23784;Lantau Island Anchorage No Y1 No21DY;PID2288;((113.80667353499811, 22.205391526),)
23786;No19GS;PID2289;((113.82742790487114, 22.1539895045),)
23787;No18GS;PID2290;((113.7813947625, 22.131779473),)
23840;Annapolis Harbor, MD, Naval Anchorage for Deep Draft Vessels Area;PID2291;((-76.4122408690557, 38.954314626),)
23844;;PID2292;((-94.66119600214721, 29.283285518),)
23848;No 1;PID2293;((20.856897996953165, 55.786606776),)
23849;No 2;PID2294;((20.8500250425, 55.712487911500006),)
23850;Liquefied Natural Gas Tanker;PID2295;((20.816651866249998, 55.7855383765),)
23901;TMIB;PID2296;((-36.844666412418945, -10.840955455),)
23916;;PID2297;((-37.0125064908882, -11.0791785735),)
23917;No. 1;PID2298;((-36.998216472, -11.030622376),)
23918;No. 2;PID2299;((-36.9832628635, -11.066579692),)
23920;No.7;PID2300;((-48.44653126194083, -25.4998068695),)
23922;No.9;PID2301;((-48.425662687396525, -25.502842585),)
23923;No.5;PID2302;((-48.460596632, -25.499391013),)
23924;No.11;PID2303;((-48.35480392798086, -25.553495348),)
23927;No.3;PID2304;((-48.5261625605, -25.4898228495),)
23928;No.6;PID2305;((-48.4655767605, -25.4889828565),)
23934;No.5;PID2306;((-48.469597035999996, -25.499500175),)
23939;;PID2307;((-58.83734153797181, -33.9497096135),)
23940;;PID2308;((-58.86681507428091, -33.9322014365),)
23941;;PID2309;((-58.79093152943924, -33.944845008),)
23942;;PID2310;((-58.85716233020617, -33.940758705),)
23956;Zona Este 2 (ZE2);PID2311;((-57.870126120989646, -34.736087573),)
23957;Zona Oeste 2 (ZW2);PID2312;((-57.8755700327578, -34.761916701000004),)
23960;;PID2313;((-58.67039601719602, -34.2612239245),)
23965;;PID2314;((-58.62997031648226, -34.271536138),)
23966;;PID2315;((-58.67016423016796, -34.2574927625),)
23968;;PID2316;((-58.816363770847474, -34.2156903675),)
23969;;PID2317;((-58.81387241581898, -34.213756578499996),)
23979;;PID2318;((-60.26531057995311, -33.2562075415),)
24037;;PID2319;((-110.83830840078099, 27.855811072),)
24038;;PID2320;((-110.81895839994326, 27.855819873),)
24102;E;PID2321;((48.1124287157586, 29.410288575499997),)
24103;C;PID2322;((48.01078947218597, 29.4403210605),)
40488;;PID2323;((45.00118397379835, 12.795810867100954),)
40491;Aden Container Terminal;PID2324;((44.9952110697111, 12.805366865359247),)
24117;No 200;PID2325;((41.611244937052405, 42.188359857500004),)
24124;No 2;PID2326;((27.103876615, 38.419829369),)
24125;No 1;PID2327;((27.09714163192931, 38.4255784745),)
24130;No 6;PID2328;((36.0133895581465, 36.8757886345),)
24134;No 4;PID2329;((36.133333565, 36.779172238499996),)
24148;No 2;PID2330;((39.629991895416936, 41.0299921125),)
24194;No 3;PID2331;((36.358355374, 41.3395500455),)
24202;No 2;PID2332;((28.024990251151262, 40.385834681),)
24207;;PID2333;((140.8796034101973, 42.3599787795),)
24209;;PID2334;((132.27642616650002, 34.177646585000005),)
24210;;PID2335;((127.96137853475, 26.3987656495),)
24222;;PID2336;((128.893550401305, 35.0048496525),)
24228;Ippado;PID2337;((126.48629240625002, 37.152254856),)
24229;Dorido Waiting Anchorage;PID2338;((126.64540344214367, 37.080837688),)
24244;General 1;PID2339;((86.70333504016739, 20.196711933000003),)
24245;;PID2340;((86.68331683843947, 20.2165834135),)
24246;;PID2341;((86.77001559175551, 20.198726104572415),)
24275;;PID2342;((76.0808297475, 9.922486748),)
24276;;PID2343;((76.14501232699999, 9.9225104265),)
24277;;PID2344;((76.15076740424999, 9.911622125),)
24347;;PID2345;((18.603881320762127, 30.554361948),)
24348;;PID2346;((18.391582038750002, 30.707088145),)
24425;;PID2347;((111.91673430372765, -6.6415539895),)
24494;LA GUAIRA;PID2348;((-66.93931909450001, 10.6259463115),)
24543;No2;PID2349;((120.94406925706335, 38.8686354825),)
24558;;PID2350;((122.46534249675, 36.811664979),)
24559;;PID2351;((122.16666670500001, 36.778333336),)
40951;Balikçi Barinagi;PID2352;((29.618140244856477, 40.78359986655414),)
24575;Kemenkou Nanmaodi;PID2353;((119.86033461048632, 26.4302500055),)
24589;;PID2354;((117.59516669874999, 23.6889363355),)
24644;Leixões Outer Anchorage;PID2355;((-8.783356374580709, 41.138327498500004),)
24704;No.5;PID2356;((-44.36008440701025, -2.408336363),)
41131;Victoria Dock;PID2357;((147.33466470808415, -42.881841394118965),)
24778;;PID2358;((-64.71473617499142, 10.263266055844724),)
24779;Zona de Fondeo Guanta Pertigalete;PID2359;((-64.57810500720267, 10.2665032305),)
24804;M;PID2360;((39.03908787454367, 21.304665673000002),)
24945;;PID2361;((7.18323548320663, 4.4866876345),)
24970;West Anchorage;PID2362;((119.6239829821515, 39.790735524),)
24974;Qianhai Maodi No2;PID2363;((120.37461856752154, 35.973727209),)
24980;Xiushan E Anchorage;PID2364;((122.256663031, 30.1513030045),)
24983;;PID2365;((122.06316302530468, 30.165525041520596),)
25009;Majishangang Maodi  No2;PID2366;((122.5739180245, 30.610933969),)
25011;Qushan temporary anchorage;PID2367;((122.48324808568195, 30.4584249475),)
25012;Yangshan Gangqu pilotage,calling for order quarantine achorage No1;PID2368;((122.4919372063305, 30.483361864),)
25013;Shulanghu N Anchorage;PID2369;((122.465775308557, 30.4729207365),)
25027;Xiazhimen Kou Outside Anchorage for Ore Vessel;PID2370;((122.5712664935, 29.74588552),)
25029;Xiazhimen Beimaodi;PID2371;((122.36334645075823, 29.758389224),)
25061;No7;PID2372;((109.05416402450001, 19.755275523999998),)
25065;No2;PID2373;((108.94111025574999, 19.815934016),)
25066;No9;PID2374;((109.0427750295, 19.717220007),)
25069;No14;PID2375;((109.050969262, 19.8468035175),)
25070;No8;PID2376;((109.1240234995, 19.762358525499998),)
25099;Mazhi Anchorage No2;PID2377;((122.21492109668515, 29.8834979715),)
25131;;PID2378;((-82.0000069309026, 9.20110059902072),)
25132;;PID2379;((-82.03317906707525, 8.99224511347711),)
25133;;PID2380;((-82.06732593476772, 9.00092457421124),)
25163;;PID2381;((-70.27501667300001, 11.6244367135),)
41548;Duca degli Abruzzi;PID2382;((8.92916895130157, 44.39962824806571),)
41549;Marina Molo Vecchio;PID2383;((8.92555688215074, 44.40901765599847),)
41550;Marina Fiera di Genova;PID2384;((8.93739679177892, 44.39462697599083),)
25164;;PID2385;((-70.32600430900203, 11.6169016755),)
25181;Waiting anchorage No.1;PID2386;((126.40616900287618, 37.3154139235),)
25184;Inbound Waiting Anchorage No.2;PID2387;((126.1765531486061, 37.054187468500004),)
25186;Janganseo;PID2388;((126.16839767361003, 37.049626958999994),)
25202;;PID2389;((-14.748308264832051, 10.448616044000001),)
25276;;PID2390;((-80.83972249600001, -2.1616354955),)
25290;;PID2391;((69.04573505249999, 22.5119771105),)
25318;;PID2392;((-17.00844448725, 20.7495326455),)
25319;;PID2393;((32.10498292686421, -28.8972299355),)
25323;;PID2394;((5.627418765798211, 5.545772658661008),)
25324;;PID2395;((5.624098442494869, 5.54730755276978),)
25325;;PID2396;((5.60258025303483, 5.534644424915314),)
25346;Xinqu Maodi;PID2397;((122.2967624755, 37.525278003500006),)
25350;;PID2398;((119.71774550625148, 35.2292404925),)
25353;No2;PID2399;((119.69337363968557, 35.32310951),)
25354;No4;PID2400;((119.67858607160397, 35.245490991),)
25355;No3;PID2401;((119.63929808442032, 35.2617309705),)
25367;No1;PID2402;((119.05427269957931, 25.056143011499998),)
25369;LNG;PID2403;((119.07362213137966, 24.9856760165),)
25372;;PID2404;((119.01030947564368, 25.124559499500002),)
25375;No2;PID2405;((119.0010260181374, 25.149383511499998),)
25387;;PID2406;((115.68446215436866, 22.6689704925),)
25409;3;PID2407;((28.812658942115178, 44.1414202),)
25477;San Pablo Bay, Anchorage No 19;PID2408;((-122.36638765475, 38.074189145000005),)
25513;Port Everglades Florida Commercial Anchorage Area;PID2409;((-80.0658740985, 26.127152758999998),)
25584;Lower Bay, Raritan Bay, Sandy Hook Bay, and Atlantic Ocean Anchorage Area Number 27;PID2410;((-73.9257814142353, 40.41841425849999),)
25585;Riverhead Anchorage Ground;PID2411;((-72.64625727214026, 41.0463178385),)
25592;;PID2412;((-73.94847073149299, 41.80420001),)
25593;Cedar Hill Anchorage Area;PID2413;((-73.75835160448045, 42.544648493500006),)
25605;Henrici Bar Anchorage;PID2414;((-122.77006542800946, 45.775026599),)
25615;;PID2415;((-79.68857988626195, 32.6896052615),)
25616;;PID2416;((-97.087409964877, 26.015232474999998),)
25617;;PID2417;((-97.08441743472221, 26.1034179755),)
25642;Wielingen Noord;PID2418;((3.4822730072910852, 51.4264285465),)
25661;;PID2419;((-8.820840906265177, 40.669450540499994),)
25662;;PID2420;((-8.845840365067314, 40.6611355245),)
25711;;PID2421;((-73.26154589653015, -41.80277751758695),)
42158;;PID2422;((33.056649221107364, 68.98834805935621),)
42159;;PID2423;((33.05857362225652, 68.9781326148659),)
25782;;PID2424;((100.84819348, 12.584850434),)
25804;;PID2425;((176.2398801650852, -37.61383306235075),)
25820;No.3;PID2426;((-44.08015577531398, -23.018671246),)
25825;;PID2427;((-44.451127499341965, -23.106090389192104),)
25854;;PID2428;((122.06666669118633, -17.9332488445),)
25860;;PID2429;((119.78491146545252, 34.820458511),)
25865;;PID2430;((120.85246802307665, 31.970646008849144),)
25866;Changshu Gang Lighterage Anchorage;PID2431;((120.90680365071606, 31.778968018),)
25877;North Anchorage Area (Zone Two);PID2432;((32.2999999855, 31.403868715),)
25908;Mouillage Nord;PID2433;((3.1520832512499943, 43.0100646005),)
42294;Changhang Shipping Base;PID2434;((121.50645060872338, 31.407025968655944),)
25989;;PID2435;((55.3700201587462, -20.881416653),)
26043;;PID2436;((-1.25133336, 46.063404972),)
26051;;PID2437;((-0.8102766509999999, 49.5178733435),)
26054;;PID2438;((-0.94782409721487, 49.48317436),)
26077;;PID2439;((1.2874036642534583, 6.1081299645),)
26080;Zone 3;PID2440;((2.5508291035830046, 6.2754199695),)
26083;;PID2441;((-7.5250151745, 33.693380201500005),)
26084;;PID2442;((-7.618580684, 33.6891329655),)
26085;;PID2443;((-7.415850022500001, 33.7787614945),)
26097;Rada di Sud-Est;PID2444;((18.127338913901454, 40.627176789),)
26100;;PID2445;((12.420746772666156, 45.329558285000005),)
26113;D;PID2446;((8.477301823, 39.863772159),)
26124;;PID2447;((101.96813737225062, 2.2948780415),)
26126;GENERAL AND LAID UP VESSELS (N1);PID2448;((101.94043619222919, 2.334308484),)
26127;GENERAL AND LAID UP VESSELS (N2);PID2449;((102.00587336649039, 2.3357960205),)
26129;;PID2450;((101.94826530253437, 2.309025395),)
26171;;PID2451;((115.38750001150001, 5.141666731000001),)
26249;;PID2452;((6.933416872513847, 4.2179209454999995),)
26323;;PID2453;((54.524946743, 25.6083617775),)
26334;M;PID2454;((39.03905290672597, 21.2946656435),)
26343;Hamriyah B;PID2455;((55.3790491185, 25.525640942499997),)
26345;Alpha;PID2456;((55.31925924551004, 25.5066666605),)
26348;;PID2457;((54.829688946476836, 25.1376224865),)
26351;A;PID2458;((51.797830508749996, 25.3113503795),)
26354;Pakri D;PID2459;((23.897503408243196, 59.3639082925),)
26359;Muuga J;PID2460;((24.976459084, 59.535083351),)
42771;;PID2461;((4.577153725549579, 51.806765953078866),)
26395;;PID2462;((106.77738416872037, -5.9542014255),)
26402;;PID2463;((110.37500004200001, -6.871666652),)
26404;;PID2464;((110.39999999049999, -6.871666652),)
26427;;PID2465;((-97.67562188796987, 22.5256642135),)
26429;;PID2466;((-97.76423424844381, 22.417513858),)
26463;5a;PID2467;((29.370089851835367, 60.102640371),)
26469;10;PID2468;((28.630380205015225, 59.922420833333334),)
10098;A;PID2469;((14.860691522533921, 56.10550332348794),)
42927;Enex;PID2470;((-70.3915833402425, -23.614155929535627),)
26551;;PID2471;((121.88259424125, 40.362078021),)
26552;;PID2472;((121.9620235445, 40.5187994935),)
26558;No1;PID2473;((119.8316617116169, 37.541153244499995),)
26565;Zhenjiang Gang Dangerous Cargo Anchorage;PID2474;((119.7176336911979, 32.2972764955),)
26569;Zhenjiang Gang United Quarantine Anchorage;PID2475;((119.70298664725573, 32.2703814825),)
42957;NORTH CONTAINER TERMINAL;PID2476;((-76.83217437006533, 17.986869513988495),)
26577;Yihua Maodi;PID2477;((119.06230418206471, 32.2325415065),)
26578;Xinshengwei Maodi;PID2478;((118.85880795015933, 32.1781830205),)
26579;Yizheng Tanker Anchorage;PID2479;((119.14273330265223, 32.2421819945),)
26581;Wuyuzhou Maodi;PID2480;((119.05156111345138, 32.2173315375),)
26586;Dajia Shan Calling for Order Anchorage;PID2481;((121.78849612549999, 29.027808797),)
26618;351;PID2482;((30.73028568521947, 46.2608308945),)
26621;360;PID2483;((31.375251011499998, 46.5867490035),)
26622;362;PID2484;((31.884124159143738, 46.775665575999994),)
26632;;PID2485;((28.660997854999998, 43.841411559),)
18324;;PID2486;((118.51166138375001, -20.108285662),)
18325;;PID2487;((118.524999653, -20.128405876000002),)
10302;;PID2488;((-65.80859379842877, 47.93759437277913),)
26690;;PID2489;((-96.22895344313375, 28.394447120499997),)
26693;;PID2490;((-7.421677875000001, 43.7460295665),)
10340;No 3;PID2491;((36.36389007093385, 41.323333703912795),)
26761;No 1;PID2492;((12.713114332787232, 55.757744656),)
26763;No 3;PID2493;((12.660762508382144, 55.7443278695),)
26764;No 2;PID2494;((11.03205827394947, 55.248928014),)
43150;;PID2495;((135.19722148776054, 34.14345516823232),)
26799;No 3;PID2496;((-40.1949818055, -20.3774853185),)
26800;No 1;PID2497;((-40.25209513, -20.387518708),)
26801;No 5;PID2498;((-40.152933217363845, -20.3758360115),)
26802;No.2;PID2499;((-39.98153861129076, -19.8625113715),)
26803;No. 1;PID2500;((-39.9815266665, -19.825722360500002),)
26811;;PID2501;((-50.05164681002498, -30.000044899061322),)
26812;;PID2502;((-50.07643402554095, -29.984267307445407),)
26818;;PID2503;((-79.95797117732124, -2.3362196),)
26821;;PID2504;((-80.440399283, -2.7907764115),)
26822;;PID2505;((-80.44362945540306, -2.726057306),)
26824;No.4;PID2506;((-44.21197386610902, -2.3683779869999997),)
26825;No.5;PID2507;((-44.34326097913646, -2.3527828690000003),)
26910;CP14-ALFA;PID2508;((-72.0166774555, 12.287503131000001),)
26913;CP09-A;PID2509;((-75.91672283409886, 9.558422849),)
43312;;PID2510;((120.33826374448836, 22.551712822169065),)
43313;No.5 Container Centre;PID2511;((120.33196097239852, 22.555960100144148),)
43314;Hanjin Shipping Corporation;PID2512;((120.32825633883476, 22.556171072646976),)
26930;ULCC;PID2513;((38.949244496999995, 22.750071020999997),)
43316;Chien Chen Fishing Harbour;PID2514;((120.31371449120343, 22.5699863769114),)
43317;Container Yard;PID2515;((120.31288468278944, 22.558125061914325),)
43318;No.2 Container Centre;PID2516;((120.30595955438912, 22.57882953621447),)
43319;Jhong Jhou Fishing Harbour;PID2517;((120.30051617883146, 22.57452718913555),)
26929;;PID2518;((38.94458911503123, 22.7206435),)
26940;;PID2519;((60.567083805500005, 25.287500009),)
43329;Shipyard Slipway Terminal;PID2520;((120.5198984965682, 24.290083162486553),)
26948;No 3;PID2521;((26.9667967538279, 38.8765009765),)
26961;;PID2522;((48.987569381703466, 30.3957752505),)
26962;;PID2523;((48.91742829233408, 30.27672003954649),)
10582;;PID2524;((177.41774069610983, -17.602322967723012),)
26969;Kalba B;PID2525;((56.483344263, 25.038971174),)
26974;Khawr Fakkan B;PID2526;((56.53331019175019, 25.366486078),)
26975;Khawr Fakkan A;PID2527;((56.433214489, 25.352868209),)
10592;;PID2528;((145.23848297760162, -38.30257559660822),)
43364;;PID2529;((126.60184498876333, 37.4404376372695),)
43365;;PID2530;((126.60070823505521, 37.45462258346379),)
43366;International ferry Wharf;PID2531;((126.59574790857732, 37.45454018935561),)
26980;;PID2532;((141.10822766004657, 38.219981244500005),)
27012;;PID2533;((121.27447629075, 25.151633927),)
43411;Multipurpose Terminal;PID2534;((128.8328885100782, 35.07453792728484),)
10648;W2;PID2535;((32.3837857746407, 30.33064195420593),)
10649;E4;PID2536;((32.4301493594255, 30.306479735299945),)
10650;W1;PID2537;((32.35311969782242, 30.369606278836727),)
10651;E3;PID2538;((32.40616360535897, 30.339580248109996),)
10652;W5;PID2539;((32.378556278059165, 30.313048800453544),)
10653;W3;PID2540;((32.41219652131682, 30.29849752318114),)
10654;E1;PID2541;((32.3805193061293, 30.366539172828197),)
10656;E2;PID2542;((32.39502981762806, 30.34717446193099),)
43447;Offshore Container Terminal;PID2543;((72.85365967367764, 18.94317312631756),)
43448;;PID2544;((72.84874588251114, 18.9566985424608),)
27090;No 2;PID2545;((25.76352181608398, -33.866320657),)
10737;;PID2546;((-7.390849084317164, 33.775651515461504),)
10747;;PID2547;((9.963888573995035, 54.33935916982591),)
10750;Nordwest-Reede;PID2548;((9.103302234820227, 53.884839615784585),)
10755;Delta;PID2549;((8.50894840840187, 44.28607554640621),)
10756;Charlie;PID2550;((8.490941694471985, 44.27489396184683),)
10757;Bravo;PID2551;((8.480000844102094, 44.28511498030275),)
10758;Alfa;PID2552;((8.497206613736953, 44.296911880373955),)
10763;Charlie Zone;PID2553;((8.907516781717632, 44.36858335509896),)
10810;;PID2554;((12.401238959454446, 45.3349154535681),)
10817;;PID2555;((100.63664734239639, 4.236674741841853),)
27247;No2;PID2556;((115.14998934563528, 22.600074014),)
27273;;PID2557;((119.86304652123572, 39.7321034825),)
27281;No2;PID2558;((121.50908005581911, 37.668456374),)
27284;Seacraft anchorage in lower reaches of Changshu Gang;PID2559;((121.1299786932382, 31.728110527),)
27287;Changshu Gang Seacraft Anchorage;PID2560;((121.04671997282935, 31.779925022),)
27290;Taicang Gang Seacraft Anchorage;PID2561;((121.24580059127788, 31.648677493999998),)
27309;No1;PID2562;((114.58088890740893, 22.4068644405),)
27312;No9;PID2563;((114.77750000944022, 22.506388895999997),)
27315;No11;PID2564;((114.82361113509467, 22.4202777485),)
27320;Oostdyck;PID2565;((2.56040443399999, 51.336159765999994),)
27372;3 East LNG;PID2566;((3.5055873994675526, 52.02040285299999),)
27373;;PID2567;((3.9302502013727203, 52.0291714555),)
27397;;PID2568;((-71.60299602374926, 11.183329336),)
27398;;PID2569;((-71.52310153706672, 10.3730158455),)
27399;;PID2570;((76.067602392, 9.92032187),)
27403;;PID2571;((100.19773195355006, 5.5706965405),)
27404;Naval Tanker Anchorage;PID2572;((83.39153441798703, 17.729692272500003),)
27413;Petroleum II;PID2573;((83.41816026469802, 17.587294466),)
27414;Petroleum I;PID2574;((83.39180127924108, 17.6002098055),)
27415;Gas & Expl.;PID2575;((83.39810990851443, 17.5838394455),)
11046;;PID2576;((81.22005675919354, 8.518907306715846),)
27461;No7;PID2577;((121.1267456944405, 37.840696857),)
27476;No14WL;PID2578;((114.00904799934803, 22.0916104175),)
27477;No8SM;PID2579;((113.93389748914538, 22.015863996500002),)
27478;No10DG;PID2580;((114.12450712539366, 22.032333471999998),)
27484;No1BJ;PID2581;((113.9505603051194, 21.9171369955),)
27489;No5GZ;PID2582;((113.81727114666504, 21.966347484499998),)
27490;No11SM;PID2583;((113.9838952565, 22.023952994),)
27491;No7SM;PID2584;((113.90056048925, 22.000456508),)
27494;NoK14;PID2585;((113.30685781419461, 21.8322967965),)
27496;No6DA;PID2586;((113.80067750078112, 21.916457516500003),)
27498;;PID2587;((-79.82356488704681, 9.429898224771023),)
27552;F.A.1;PID2588;((9.851424431718748, 55.5993354455),)
27553;F.A.2;PID2589;((9.879450474, 55.572599186000005),)
27558;No 7;PID2590;((-40.869259931281135, -21.759940856),)
27560;No 10;PID2591;((-40.75628802125, -21.813452140499997),)
27584;;PID2592;((119.8846447415, 35.4608295015),)
27586;No1;PID2593;((121.75487690515334, 30.194527809),)
27588;No3;PID2594;((121.80822303211785, 30.2164583045),)
27589;No4;PID2595;((121.81084449650125, 30.176680558),)
27590;Majishangang Maodi No1;PID2596;((122.76166956669454, 30.42313131),)
27592;Majishan Extended S Anchorage;PID2597;((122.7804699132306, 30.411055544),)
27593;Majishan Extended N Anchorage;PID2598;((122.73196650310564, 30.440388894),)
27603;;PID2599;((-79.29630784466318, 43.2200953175),)
44004;;PID2600;((-2.066343490813117, 47.30596000794321),)
27628;;PID2601;((118.7706849905, 38.696527350500006),)
27630;No1;PID2602;((118.25186053266826, 38.8055544105),)
27645;;PID2603;((49.335696240887046, 29.763164687901735),)
27646;;PID2604;((49.208276392892, 29.858835395425558),)
27658;No1;PID2605;((118.2329829895, 38.7982178985),)
27659;No6;PID2606;((118.42595184120759, 38.651763),)
27663;Schouwenbank;PID2607;((3.3397429927429343, 51.7796330325),)
27664;Schouwenbank;PID2608;((3.3968818336234055, 51.822909582),)
27665;9;PID2609;((6.1870636928830915, 53.6429368),)
11309;2;PID2610;((29.797133986733527, 59.969048257917166),)
11310;3a;PID2611;((29.707014800515026, 59.98587383888662),)
27712;C;PID2612;((-61.1669379238614, 45.425825449499996),)
27713;D;PID2613;((-61.175578920250004, 45.4183391945),)
27714;B;PID2614;((-61.15527617, 45.418102321999996),)
27715;A;PID2615;((-61.169177284, 45.4050247505),)
11345;164A;PID2616;((131.92098133433137, 43.051326954737306),)
11473;DD;PID2617;((-54.026618669740856, 47.784859500825405),)
11490;;PID2618;((-71.37740788981318, 46.7171377222985),)
11501;Longyanwan Maodi;PID2619;((122.6124900124779, 37.44023198727518),)
27903;Tongue Hazardous Anchorage;PID2620;((1.4999854513728759, 51.537482896),)
27904;Tongue Deep Water;PID2621;((1.4999638534093767, 51.5169722535),)
